,TicketID,Summary,unclean,Top2Grams,Top3Grams,Top4Grams,Automation Category
2033,769201,mahatad password issue,mahatad= password issue,password issue,mahatad password issue,,
2034,780411,mahesh babu wipro not able login,"Mahesh  Babu H L, my wipro not able to login",not able,not able login,,
2035,1017046,federation access,"mahesh.shinde@wipro.com, federation access",federation access,No Pattern,,
2036,1155688,maia porto location unrachable,Maia & Porto location unrachable,location unrachable,maia porto location,,
2037,901156,mail account not work,Mail account not working,not work,account not work,,
2038,937427,mail box not able function work,"Mail box is full ,not able to function any work",not able,able function work,,
2039,971782,mail -PRON- would change teresa cullen teresa smith,Mail ID Change for Teresa Cullen - Teresa Smith,would change,cullen teresa smith,,
2040,514215,mail issue,Mail Issue,mail issue,No Pattern,,
2041,15906,mail not delivery citi client domain,Mail not delivery to Citi client domain,mail not,not delivery citi,,
2042,1133984,mail not work,mail not working,not work,mail not work,,
2043,1133344,mail send receive issue,mail send & receiving  issue,send receive,send receive issue,,
2044,1182881,mail server connect,Mail server to be connected,mail server,mail server connect,,
2045,971807,mailbox configuration,Mailbox configuration,mailbox configuration,No Pattern,,
2046,972265,mailbox issue,Mailbox issue,mailbox issue,No Pattern,,
2047,663033,mailbox issue,Mailbox issue,mailbox issue,No Pattern,,
2048,663030,mailbox issue find attachment,Mailbox issue please find the attachment.,mailbox issue,mailbox issue find,,
2049,1164314,mail not work,mails  not working,not work,mail not work,,
2050,1066478,mail bounce,Mails are bouncing back,mail bounce,No Pattern,,
2051,976728,mail not get deliver outside wipro,Mails are not getting delivered outside the wipro,mail not,not get deliver,,
2052,1109222,mail not sync,mails are not sync,mail not,mail not sync,,
2053,492814,mail not work,mails are not working,not work,mail not work,,
2054,681371,mail not work,mails not   working,not work,mail not work,,
2055,759954,mail not work,mails not  working,not work,mail not work,,
2056,508594,mail not wokr,mails not wokring,mail not,mail not wokr,,
2057,507676,mail not wokr,mails not wokring,mail not,mail not wokr,,
2058,848558,mail not workin,mails not workin,mail not,mail not workin,,
2059,669072,mail not work,mails not working,not work,mail not work,,
2060,1094104,mail not work,mails not working,not work,mail not work,,
2061,1124438,mail not work,mails not working,not work,mail not work,,
2062,1041937,mail not work,mails not working,not work,mail not work,,
2063,913649,mail not work,mails not working,not work,mail not work,,
2064,799456,mail not work,mails not working,not work,mail not work,,
2065,464651,mail not work,mails not working,not work,mail not work,,
2066,510244,mail not work,mails not working,not work,mail not work,,
2067,1124804,mail not work,mails not working,not work,mail not work,,
2068,1124360,mail not work,mails not working,not work,mail not work,,
2069,1077504,mail not work,mails not working,not work,mail not work,,
2070,879329,mail not work,mails not working,not work,mail not work,,
2071,1039258,mail not work,mails not working,not work,mail not work,,
2072,532247,mail not work,mails not working,not work,mail not work,,
2073,767633,mail not work,mails not working,not work,mail not work,,
2074,767653,mail not work,mails not working,not work,mail not work,,
2075,1084735,mail not work,mails not working,not work,mail not work,,
2076,1033513,mail not work,mails not working,not work,mail not work,,
2077,1007746,mail not work,mails not working,not work,mail not work,,
2078,918067,mail not work,mails not working,not work,mail not work,,
2079,901158,mail not work,mails not working,not work,mail not work,,
2080,937428,mail not work,mails not working,not work,mail not work,,
2081,971784,mail not work,mails not working,not work,mail not work,,
2082,663034,mail not work,mails not working,not work,mail not work,,
2083,663032,mail not work,mails not working,not work,mail not work,,
2084,663031,mail not work,mails not working,not work,mail not work,,
2085,409482,mail not work,mails not working,not work,mail not work,,
2086,750749,mail not work,mails not working,not work,mail not work,,
2087,946591,mail not work,mails not working,not work,mail not work,,
2088,899383,mail not work,mails not working,not work,mail not work,,
2089,1047737,mail not work,mails not working,not work,mail not work,,
2090,1047795,mail not work,mails not working,not work,mail not work,,
2091,1020536,mail not work,mails not working,not work,mail not work,,
2092,880862,mail not work,mails not working,not work,mail not work,,
2093,1092857,mail not work,mails not working,not work,mail not work,,
2094,919774,mail not work,mails not working,not work,mail not work,,
2095,970528,mail not work,mails not working,not work,mail not work,,
2096,971031,mail not work,mails not working,not work,mail not work,,
2097,506057,mail not work,mails not working,not work,mail not work,,
2098,741898,mail not work,mails not working,not work,mail not work,,
2099,945436,mail not work,mails not working,not work,mail not work,,
2100,14771,mail not work,mails not working,not work,mail not work,,
2101,1047959,mail not work,mails not working,not work,mail not work,,
2102,794939,mail not work,mails not working,not work,mail not work,,
2103,652465,mail not work,mails not working,not work,mail not work,,
2104,504930,mail not work,MAILS NOT WORKING,not work,mail not work,,
2105,743609,mail not work,mails not working,not work,mail not work,,
2106,717780,mail not work,mails not working,not work,mail not work,,
2107,728990,mail not work,mails not working,not work,mail not work,,
2108,723921,mail not work,mails not working,not work,mail not work,,
2109,728901,mail not work,mails not working,not work,mail not work,,
2110,1077697,mail not work,mails not working,not work,mail not work,,
2111,1106316,mail not work,mails not working,not work,mail not work,,
2112,692568,mail not work,mails not working,not work,mail not work,,
2113,882981,mail not work,mails not working,not work,mail not work,,
2114,900157,mail not work,mails not working,not work,mail not work,,
2115,904573,mail not work,mails not working,not work,mail not work,,
2116,900114,mail not work,mails not working,not work,mail not work,,
2117,898530,mail not work,mails not working,not work,mail not work,,
2118,859286,mail not work,mails not working,not work,mail not work,,
2119,717906,mail not work,mails not working,not work,mail not work,,
2120,699435,mail not work,mails not working,not work,mail not work,,
2121,896178,mail not work,mails not working,not work,mail not work,,
2122,920964,mail not work,mails not working,not work,mail not work,,
2123,911583,mail not work,mails not working,not work,mail not work,,
2124,690078,mail not work,mails not working,not work,mail not work,,
2125,877412,mail not work,mails not working,not work,mail not work,,
2126,890131,mail not work,mails not working,not work,mail not work,,
2127,892819,mail not work,mails not working,not work,mail not work,,
2128,886330,mail not work,mails not working,not work,mail not work,,
2129,914736,mail not work,MAILS NOT WORKING,not work,mail not work,,
2130,551357,mail not work,mails not working,not work,mail not work,,
2131,894315,mail not work,mails not working,not work,mail not work,,
2132,862884,mail not work,mails not working,not work,mail not work,,
2133,996864,mail not work,mails not working,not work,mail not work,,
2134,742428,mail not work,mails not working,not work,mail not work,,
2135,703884,mail not work,mails not working,not work,mail not work,,
2136,782041,mail not work,mails not working,not work,mail not work,,
2137,571267,mail not work,mails not working,not work,mail not work,,
2138,804534,mail not work,mails not working,not work,mail not work,,
2139,803946,mail not work,mails not working,not work,mail not work,,
2140,744858,mail not work,mails not working,not work,mail not work,,
2141,952580,mail not work,mails not working,not work,mail not work,,
2142,954133,mail not work,mails not working,not work,mail not work,,
2143,956709,mail not work,mails not working,not work,mail not work,,
2144,941790,mail not work,mails not working,not work,mail not work,,
2145,1015364,mail not work,mails not working,not work,mail not work,,
2146,1004869,mail not work,mails not working,not work,mail not work,,
2147,948094,mail not work,mails not working,not work,mail not work,,
2148,894655,mail not work,mails not working,not work,mail not work,,
2149,1166583,mail not work,mails not working,not work,mail not work,,
2150,756473,mail not work,mails not working,not work,mail not work,,
2151,742922,mail not work,mails not working,not work,mail not work,,
2152,15907,mail not work,mails not working,not work,mail not work,,
2153,752735,mail not work,mails not working,not work,mail not work,,
2154,752185,mail not work,mails not working,not work,mail not work,,
2155,752044,mail not work,mails not working,not work,mail not work,,
2156,751959,mail not work,mails not working,not work,mail not work,,
2157,1056864,mail not work,mails not working,not work,mail not work,,
2158,689579,mail not work,mails not working,not work,mail not work,,
2159,799560,mail not work,mails not working,not work,mail not work,,
2160,396415,mail not work,mails not working,not work,mail not work,,
2161,403553,mail not work,mails not working,not work,mail not work,,
2162,654494,mail not work,mails not working,not work,mail not work,,
2163,891771,mail not work,mails not working,not work,mail not work,,
2164,778352,mail not work,mails not working,not work,mail not work,,
2165,597453,mail not work,mails not working,not work,mail not work,,
2166,1097085,mail not work,mails not working,not work,mail not work,,
2167,777279,mail not work,mails not working,not work,mail not work,,
2168,777908,mail not work,mails not working,not work,mail not work,,
2169,544145,mail not work,mails not working,not work,mail not work,,
2170,1086730,mail not work,mails not working,not work,mail not work,,
2171,433871,mail not work,mails not working,not work,mail not work,,
2172,1135372,mail not work,mails not working,not work,mail not work,,
2173,775019,mail not work,mails not working,not work,mail not work,,
2174,830270,mail not work,mails not working,not work,mail not work,,
2175,489825,mail not work,mails not working,not work,mail not work,,
2176,609290,mail not work,mails not working,not work,mail not work,,
2177,960095,mail not work,mails not working,not work,mail not work,,
2178,586957,mail not work,mails not working,not work,mail not work,,
2179,553821,mail not work,mails not working,not work,mail not work,,
2180,816026,mail not work,mails not working,not work,mail not work,,
2181,1002235,mail not work,mails not working,not work,mail not work,,
2182,825281,mail not work,MAILS not working,not work,mail not work,,
2183,746532,mail not work,mails not working,not work,mail not work,,
2184,19448,mail not work,mails not working,not work,mail not work,,
2185,814421,mail not work,mails not working,not work,mail not work,,
2186,1006901,mail not work,mails not working,not work,mail not work,,
2187,1003626,mail not work,mails not working,not work,mail not work,,
2188,993680,mail not work,mails not working,not work,mail not work,,
2189,727525,mail not work,mails not working,not work,mail not work,,
2190,1009589,mail not work,mails not working,not work,mail not work,,
2191,732176,mail not work,mails not working,not work,mail not work,,
2192,727507,mail not work mail box coverted office,"mails not working ,  mails box coverted to office 365",not work,mail not work,,
2193,707885,mail not work gateway not work,"mails not working , gateway not working",not work,mail not work,,
2194,1183044,mail not work office config,mails not working ..... after office 365 config,not work,mail not work,,
2195,809156,mail not work usa inbox,mails not working === usa inbox,not work,mail not work,,
2196,699885,mail not work outlook,mails not working in outlook,not work,mail not work,,
2197,832341,mail not work outlook issue,mails not working OUTLOOK ISSUE,not work,mail not work,,
2198,1038172,mail not work outlook issue,mails not working OUTLOOK ISSUE,not work,mail not work,,
2199,1038147,mail not work password issue,mails not working- password issue,not work,mail not work,,
2200,886116,mail not work password issue,mails not working=== password issue,not work,mail not work,,
2201,1036385,mail not work outlook config,mails not working--> outlook config,not work,mail not work,,
2202,1006679,mail not workl,mails not workling,mail not,mail not workl,,
2203,1039189,major issue singapore location,Major issue in Singapore location,major issue,major issue singapore,,
2204,1026113,malware antivirus issue,Malware antivirus issue.,antivirus issue,malware antivirus issue,,
2205,752968,malware infection,Malware infection - L-156036276,malware infection,No Pattern,,
2206,952235,management agent lose,MANAGEMENT AGENT LOST,agent lose,management agent lose,,
2207,804741,manikonda sez,Manikonda SEZ  T S4,manikonda sez,No Pattern,,
2208,703981,manual backup,Manual backup,manual backup,No Pattern,,
2209,729479,manual backup sjp core device,Manual backup of SJP Core devices...,manual backup,backup sjp core,,
2210,1055823,manual backup core device sjp,Manual backup of the core devices in SJP,manual backup,manual backup core,,
2211,812874,manul backup sjp core device,Manul backup of SJP Core devices...,core device,sjp core device,,
2212,472913,marahmpassword issue,Marahm=password issue,marahmpassword issue,No Pattern,,
2213,750073,mbd replace ment,mbd replace ment,replace ment,mbd replace ment,,
2214,653772,mcafee,McAfee,No Pattern,No Pattern,,
2215,1154820,mcafee byod problem,Mcafee and BYOD problem,mcafee byod,mcafee byod problem,,
2216,1184450,mcafee install,mcafee install,mcafee install,No Pattern,,
2217,992872,mcafee installation,McAfee installation,mcafee installation,No Pattern,,
2218,949228,mcafee installation,McAfee installation,mcafee installation,No Pattern,,
2219,992978,mcafee installation,McAfee installation,mcafee installation,No Pattern,,
2220,759426,mcafee installation,McAfee Installation,mcafee installation,No Pattern,,
2221,784638,mcafee asking adminstator password,Mcafee is asking for the adminstator password,adminstator password,mcafee asking adminstator,,
2222,759615,mcafee not upto date,McAfee is not upto date,mcafee not,not upto date,,
2223,759399,mcafee date need update,McAfee is out of date need to update,need update,date need update,,
2224,986569,mcafee issue,McAfee issue,mcafee issue,No Pattern,,
2225,759449,mcafee issue,MCafee issue,mcafee issue,No Pattern,,
2226,931100,mcafee issue,McAfee issue,mcafee issue,No Pattern,,
2227,759413,mcafee issue,McAfee issue,mcafee issue,No Pattern,,
2228,759478,mcafee issue,McAfee Issue.,mcafee issue,No Pattern,,
2229,759442,mcafee not update,Mcafee not updated,mcafee not,mcafee not update,,
2230,1183038,mcafee port need open india location switch,McAfee ports need to be opened in India location L3 switches,port need,need open india,,
2231,482913,mcafee update issue,mcafee update issue,mcafee update,mcafee update issue,,
2232,555969,mcarva password issue,Mcarva= password issue,password issue,mcarva password issue,,
2233,759121,mcfee issue detect,Mcfee issue detected,issue detect,mcfee issue detect,,
2234,975350,link port detail require,ME link port details required,detail require,link port detail,,
2235,897173,melbourne origin proxy not work,Melbourne Origin Proxy is not working,not work,proxy not work,,
2236,836947,merck odc extension sjp bandwidth gradation,MERCK ODC extension to Sjp-2 and bandwidth up gradation,odc extension,odc extension sjp,,
2237,707522,mgh odc user face slowness issue access client application,MGH ODC users are facing slowness issue while accessing client application.,slowness issue,face slowness issue,,
2238,1125039,mi password issue,MI260823= password issue,password issue,mi password issue,,
2239,998186,microsof lync live meeting not work internet user,Microsof Lync and live meeting is not working for internet users.,not work,not work internet,,
2240,1022235,microsoft lync not work,Microsoft Lync is not working.,not work,lync not work,,
2241,955301,microsoft project,Microsoft Projects,microsoft project,No Pattern,,
2242,1114988,mike unable connect wipro,Mike unable to connect to My Wipro,unable connect,mike unable connect,,
2243,772258,mississauga office printer network super sloooww couple week,mississauga office printer and network super sloooww since last couple of weeks,network super,super sloooww couple,,
2244,890159,mississauga office printer network super sloooww couple week need help,mississauga office printer and network super sloooww since last couple of weeks - need help,network super,super sloooww couple,,
2245,719999,miyeng,Miyeng,No Pattern,No Pattern,,
2246,719980,mkumarpassword issue,mkumar28=password issue,mkumarpassword issue,No Pattern,,
2247,587267,mmohan pw issue,mmohan71= pw issue,pw issue,mmohan pw issue,,
2248,492699,mo password issue,MO630491= password issue,password issue,mo password issue,,
2249,1049658,mob,mob : 201-406-2544,No Pattern,No Pattern,,
2250,819391,mob,mob : 7324395764,No Pattern,No Pattern,,
2251,959955,mob,mob#4695317704,No Pattern,No Pattern,,
2252,610329,mob,mob: 6154756180,No Pattern,No Pattern,,
2253,615647,mobile number,mobile number: 2487660016,mobile number,No Pattern,,
2254,882200,model,model? 9320 ?,No Pattern,No Pattern,,
2255,579942,mombayer,MOM-Bayer,No Pattern,No Pattern,,
2256,1116310,monitor failure,Monitor failure,monitor failure,No Pattern,,
2257,1116296,monitor power connection not work,monitor power connection is not working,not work,power connection not,,
2258,879045,monitor session need enable capture traffic port channel,Monitoring session need to be enabled to capture traffic on port channel 35,need enable,enable capture traffic,,
2259,879044,monitor not work check immediately,Monitors are not working please check this immediately.,not work,not work check,,
2260,875794,monthly review wipro device mdc monitor img gnoc january email issue can not resolve,Monthly review of Wipro devices at MDC which are monitored by IMG GNOC - January 2015 - last email issue cannot be resolved.,can not,mdc monitor img,,
2261,978462,monthly utilization report,Monthly utilization report,utilization report,monthly utilization report,,
2262,978466,mother baord issue,MOTHER BAORD ISSUE,baord issue,mother baord issue,,
2263,434453,mother board issue,mother board issue,mother board,mother board issue,,
2264,797967,mother board issue,mother board issue,mother board,mother board issue,,
2265,917079,mother board issue,mother board issue,mother board,mother board issue,,
2266,796926,mother board issue,mother board issue,mother board,mother board issue,,
2267,999001,mother board need replace,mother board need to be replaced.,need replace,mother board need,,
2268,888217,mother board problem,Mother board problem,mother board,mother board problem,,
2269,21631,mother board replacement,mother board replacement  ......................,mother board,mother board replacement,,
2270,21633,mother borad issue,MOTHER BORAD ISSUE,borad issue,mother borad issue,,
2271,688974,motherboard issue,motherboard issue,motherboard issue,No Pattern,,
2272,1029878,motherboard issue,motherboard issue,motherboard issue,No Pattern,,
2273,1080414,motherboard issue,Motherboard Issue,motherboard issue,No Pattern,,
2274,974260,motherboard issue,motherboard issue,motherboard issue,No Pattern,,
2275,975706,motherboard need replace,motherboard need to be replaced,need replace,motherboard need replace,,
2276,835707,motherboard replace,Motherboard to be replaced:,motherboard replace,No Pattern,,
2277,945680,mouse,Mouse,No Pattern,No Pattern,,
2278,605301,mouse button not work properly,Mouse button is not working properly,not work,not work properly,,
2279,818411,mouse not work,Mouse is not working,not work,mouse not work,,
2280,1030239,mouse not work laptop,mouse is not working on laptop,not work,not work laptop,,
2281,872808,mouse not work laptop,mouse is not working on laptop,not work,not work laptop,,
2282,1092651,mouse not work,Mouse is not working.,not work,mouse not work,,
2283,1117259,mouse issue,Mouse issue,mouse issue,No Pattern,,
2284,698351,mouse problem,mouse problem,mouse problem,No Pattern,,
2285,698125,account ou,Move account in OU,account ou,No Pattern,,
2286,1035150,mpls link outage canada post link rfo att,"MPLS Link Outage  - Canada Post || 000000198607133 à Link Down , get RFO from AT&T",link outage,mpls link outage,,
2287,714872,mpls update manila request ip segment,MPLS update -- Manila : Request for IP segments,ip segment,request ip segment,,
2288,774610,mpls utilization amsterdam hoofdorp office mbps,MPLS utilization for Amsterdam Hoofdorp office ( 2Mbps AT &T).,amsterdam hoofdorp,hoofdorp office mbps,,
2289,1034829,mpp activation,MPP ACTIVATION,mpp activation,No Pattern,,
2290,1005182,ms lync not work,Ms Lync not working,not work,lync not work,,
2291,1014398,ms office product activation,MS office 2010 product activation,ms office,ms office product,,
2292,1027019,ms office bit need,MS office 2013 32 bit need,ms office,ms office bit,,
2293,1028275,ms office installation,MS Office 2013 Installation,ms office,ms office installation,,
2294,992187,ms office pro,MS office 2013 pro,ms office,ms office pro,,
2295,966405,ms office activation,ms office activation,ms office,ms office activation,,
2296,1046805,ms office activation,MS Office activation,ms office,ms office activation,,
2297,893002,ms office installation,ms office installation,ms office,ms office installation,,
2298,15905,ms office installation outook configuration,MS OFFICE INSTALLATION AND OUTOOK CONFIGURATION,ms office,ms office installation,,
2299,521449,ms office issue,MS OFFICE ISSUE,ms office,ms office issue,,
2300,863825,ms office issue,MS Office issue,ms office,ms office issue,,
2301,15050,ms office key need activate,MS office key needs to be activate,ms office,ms office key,,
2302,1163234,ms office professional plus product key wipro laptop,MS Office Professional Plus 2010 - Product Key for Wipro Laptop,ms office,product key wipro,,
2303,864346,ms office software bit bit need share,"MS office software 2010,2013 and 32bit 64bit need to share",ms office,ms office software,,
2304,1170902,ms office installation,MS Office2013 installation,ms office,ms office installation,,
2305,916562,ms projecct issue,MS Projecct issue,ms projecct,ms projecct issue,,
2306,992113,ms projecct issue,MS Projecct issue,ms projecct,ms projecct issue,,
2307,1073364,ms project bit installation package,MS PROJECT 2013 64 bit installation package,ms project,project bit installation,,
2308,1073356,ms project bit installation package,MS PROJECT 2013 64 bit installation package,ms project,project bit installation,,
2309,1155865,ms project activation,MS Project activation,ms project,ms project activation,,
2310,836109,ms project activation,MS project activation,ms project,ms project activation,,
2311,797120,ms project installation,MS project installation,ms project,ms project installation,,
2312,855456,ms project installation,MS Project Installation,ms project,ms project installation,,
2313,714037,ms project installation,ms project installation,ms project,ms project installation,,
2314,771895,ms project installation activation,MS project installation and activation,ms project,ms project installation,,
2315,719547,ms project share,Ms Project share,ms project,ms project share,,
2316,721079,ms sql software share,MS SQL Software share,software share,sql software share,,
2317,1096902,ms visio installation activation,MS VISIO Installation and activation,installation activation,visio installation activation,,
2318,744093,ms visio software share,MS Visio Software shared,ms visio,visio software share,,
2319,710119,msoffice activation key,msoffice activation key,msoffice activation,msoffice activation key,,
2320,836134,mts,MTS,No Pattern,No Pattern,,
2321,662469,mts,MTS,No Pattern,No Pattern,,
2322,664289,mts data card,MTS data card,data card,mts data card,,
2323,1177067,mts data card not work citi policy apply laptop,MTS data card is not working on CITI policy applied laptop,not work,card not work,,
2324,705636,mupassword issue,MU783388-password issue,mupassword issue,No Pattern,,
2325,1131720,mupassword issue,MU838261=password issue,mupassword issue,No Pattern,,
2326,880064,mu password issue,MU839242- password issue,password issue,mu password issue,,
2327,1199306,multicase not work sjp location,Multicase is not working in SJP location.,not work,work sjp location,,
2328,1042636,multicase not work sjp location,Multicase is not working in SJP location.,not work,work sjp location,,
2329,21629,multicast request remove prefix list,Multicast : Request to remove the prefix list from 10.200.238.81,multicast request,request remove prefix,,
2330,724738,multiple alert sjpsfaw,Multiple Alert SJP-2-S4-8F-AW (10.102.10.19),multiple alert,multiple alert sjpsfaw,,
2331,977089,multiple device not reachable papanna street location papana street switch,Multiple devices are not reachable in PAPANNA Street location  10.100.36.1 (PAPANA street- L3 switch )is down.,not reachable,device not reachable,,
2332,947822,multiple login failure destination contain authentication fail,Multiple Login Failures to the Same Destination containing Authentication failed,failure destination,login failure destination,,
2333,389399,multiple odc affected cdc location dhcp issue,Multiple ODC are affected in CDC location for DHCP issue.,location dhcp,cdc location dhcp,,
2334,830234,multiple tower report network issue ec location,Multiple Tower reported network Down issue at EC Location,network issue,issue ec location,,
2335,1047904,multiple user unable access drive,Multiple users unable to access H: drive,unable access,user unable access,,
2336,1047905,account get lock frequently,My Account getting locked out frequently,get lock,account get lock,,
2337,957437,laptop not work show blue screen display self look asap,My laptop is not working. Showing Blue Screen. After no display it self. Please look on this ASAP.,not work,laptop not work,,
2338,1010463,laptop network card lan wifi not work iam unable work check asap,"My laptop network card ( LAN, Wi-FI) is not working. Iam unable to work. Please check ASAP.",not work,laptop network card,,
2339,780975,outlook not connect server not able login mywipro site,my outlook not connect with server and a not able login in mywipro site,not able,not able login,,
2340,974148,wipro,MY Wipro,No Pattern,No Pattern,,
2341,749962,wipro block,MY Wipro Blocked,wipro block,No Pattern,,
2342,517285,wipro error,my wipro error,wipro error,No Pattern,,
2343,538404,wipro not work,My Wipro is not working,not work,wipro not work,,
2344,473436,wipro not work gateway,My wipro is not working via Gateway.,not work,wipro not work,,
2345,1027155,wipro issue,My wipro issue,wipro issue,No Pattern,,
2346,895373,wipro issue,My wipro issue,wipro issue,No Pattern,,
2347,895383,wipro issue,My wipro issue,wipro issue,No Pattern,,
2348,1124724,wipro issue,My wipro issue,wipro issue,No Pattern,,
2349,795100,wipro issue,My wipro issue,wipro issue,No Pattern,,
2350,540019,wipro issue,My wipro issue,wipro issue,No Pattern,,
2351,692407,wipro issue,My wipro Issue.,wipro issue,No Pattern,,
2352,494089,wipro issue,My Wipro Issue.,wipro issue,No Pattern,,
2353,636186,wipro not display current project detail,My wipro not displaying the current project details,wipro not,display current project,,
2354,692410,wipro not open,my wipro not opening,not open,wipro not open,,
2355,513523,wipro not work,my wipro not working,not work,wipro not work,,
2356,392972,wipro not work,my wipro not working,not work,wipro not work,,
2357,21634,myapp access bestbuy not work atlanta,myapp access to bestbuy ((https://myapp.wipro.com)  not working at atlanta,not work,not work atlanta,,
2358,651970,myappwiprocom protel not open atlanda,myapp.wipro.com protel has not opening on Atlanda,not open,protel not open,,
2359,1163705,mysore ap configuration,Mysore AP configuration,mysore ap,mysore ap configuration,,
2360,711387,mysore bb slowness issue,Mysore BB Slowness Issue,slowness issue,bb slowness issue,,
2361,458945,mywipro application not open,mywipro application not opening,not open,application not open,,
2362,865456,mywipro could not able login,MyWipro couldn't able to login,not able,not able login,,
2363,804709,mywipro have trouble load itms link not open,MyWipro having trouble to load and ITMS link not opening,not open,mywipro have trouble,,
2364,663351,mywipro issue,Mywipro Issue,mywipro issue,No Pattern,,
2365,771079,mywipro issue,Mywipro issue,mywipro issue,No Pattern,,
2366,892686,password issue,N0046175= password issue,password issue,No Pattern,,
2367,837418,,N0048085,No Pattern,No Pattern,,
2368,1082524,password issue,N0049667- password issue,password issue,No Pattern,,
2369,991686,na pw issue,NA279863- pw issue,pw issue,na pw issue,,
2370,767301,na pw issue,NA280540- pw issue,pw issue,na pw issue,,
2371,482426,naoutlook issue,NA911012-outlook issue,naoutlook issue,No Pattern,,
2372,506013,nagnaray unlock,nagnaray- unlock,nagnaray unlock,No Pattern,,
2373,1009284,change,Name change,No Pattern,No Pattern,,
2374,1009283,,namrata.raina@wipro.com,No Pattern,No Pattern,,
2375,721886,nap disable,NAP Disable,nap disable,No Pattern,,
2376,1074345,nazmuuj password issue,Nazmuuj- password issue,password issue,nazmuuj password issue,,
2377,844858,nd mail not work,ND762268- mail not working,not work,mail not work,,
2378,1036311,nee backup laptop hard drive desktop crash,Nee to take backup of laptop Hard drive on my desktop as it crashed.,backup laptop,laptop hard drive,,
2379,686978,need ip pool toshiba gemini ct vpn,Need /29 ip pool for Toshiba Gemini CTS VPN,need ip,need ip pool,,
2380,769088,need ip pool hp odc,Need /30 ip pool HP ODC,need ip,need ip pool,,
2381,749637,need ip require,Need /30 ip required,need ip,need ip require,,
2382,740036,need free ip,Need 2  free IP,need free,need free ip,,
2383,706459,need free port free ips configure management port share perform activity,Need 2 Free port as well as  2 free IP?s to configure management port. Please share the same to perform an activity.,need free,free ips configure,,
2384,1024811,need adapter,Need Adapter,need adapter,No Pattern,,
2385,1024804,need add static route sccmhdc location,Need Adding static Routes in for SCCM-HDC Location,need add,need add static,,
2386,1086502,need admin access,Need admin access,need admin,need admin access,,
2387,1104712,need admin access,Need Admin access,need admin,need admin access,,
2388,1054272,need admin access,Need Admin access,need admin,need admin access,,
2389,1086495,need admin access,Need admin access,need admin,need admin access,,
2390,773855,need admin access,Need admin access,need admin,need admin access,,
2391,1078879,need admin access,Need admin access,need admin,need admin access,,
2392,17196,need admin access,Need admin access,need admin,need admin access,,
2393,932361,need admin access,Need admin access,need admin,need admin access,,
2394,1169635,need admin access,Need admin access,need admin,need admin access,,
2395,722719,need admin access,Need admin access,need admin,need admin access,,
2396,819433,need admin access,Need admin access,need admin,need admin access,,
2397,1079954,need admin access,Need Admin access,need admin,need admin access,,
2398,861772,need admin access,Need admin access,need admin,need admin access,,
2399,785920,need admin access,Need Admin access,need admin,need admin access,,
2400,876014,need admin access,Need admin access,need admin,need admin access,,
2401,904685,need admin access,Need admin access,need admin,need admin access,,
2402,1034612,need admin access,Need Admin access,need admin,need admin access,,
2403,893240,need admin access,Need admin access,need admin,need admin access,,
2404,1075917,need admin access,Need admin access,need admin,need admin access,,
2405,772223,need admin access,Need admin access,need admin,need admin access,,
2406,1088193,need admin access,Need admin access,need admin,need admin access,,
2407,490363,need admin access,Need admin access,need admin,need admin access,,
2408,914743,need admin access,Need admin access,need admin,need admin access,,
2409,781831,need admin access,Need admin access,need admin,need admin access,,
2410,1120283,need admin access,Need admin access,need admin,need admin access,,
2411,1120259,need admin access,Need admin access,need admin,need admin access,,
2412,1021366,need admin access,Need admin access,need admin,need admin access,,
2413,479058,need admin access,Need admin access,need admin,need admin access,,
2414,526131,need admin access,Need admin access,need admin,need admin access,,
2415,1018491,need admin access,Need admin access,need admin,need admin access,,
2416,1075995,need admin access,Need admin access,need admin,need admin access,,
2417,738181,need admin access,Need admin access,need admin,need admin access,,
2418,18542,need admin access,Need admin access,need admin,need admin access,,
2419,515446,need admin access,Need admin access,need admin,need admin access,,
2420,1047843,need admin access,Need admin access,need admin,need admin access,,
2421,453368,need admin access,Need admin access,need admin,need admin access,,
2422,1086583,need admin right laptop,Need admin rights for my laptop,need admin,admin right laptop,,
2423,757665,need admin right laptop,need admin rights in laptop,need admin,admin right laptop,,
2424,987211,need configuration new laptop,Need all configuration for new laptop,new laptop,configuration new laptop,,
2425,935768,need configuration new laptop,Need all configurations for new laptop,new laptop,configuration new laptop,,
2426,789428,need state bw utilization report weekly basic,Need all state BW utilization report for weekly basics,utilization report,utilization report weekly,,
2427,771087,need alu odc bw utilization report weekly basic,Need ALU ODC BW utilization report on weekly  basics,utilization report,utilization report weekly,,
2428,801887,need assistance install ms office,Need assistance to install MS office 2013,ms office,need assistance install,,
2429,966818,need assistance install ms office,Need assistance to install MS office 2013,ms office,need assistance install,,
2430,867840,need assistance install symantic mcafee,need assistance to install symantic n mcafee,need assistance,need assistance install,,
2431,873059,need assistance install vpn da,need assistance to install VPN and DA,need assistance,need assistance install,,
2432,979943,need base os installation,Need base os installation,os installation,base os installation,,
2433,990730,need bitlocker recovery key,Need bitlocker recovery key,recovery key,need bitlocker recovery,,
2434,700759,need bitlocker recovery key,need bitlocker recovery key,recovery key,need bitlocker recovery,,
2435,957588,need citi utilization report,Need CITI utilization report,utilization report,need citi utilization,,
2436,943010,need clariication ipaddress,Need clariication for ipaddress,need clariication,need clariication ipaddress,,
